Trans #,Type,Date,Num,Name,Source Name,Description,Due Date,Item,Account,Class,Tax Code,Qty,Sales Price,Debit,Credit,AMT,Amount,Account Type,Tax Amount
"100,866",General Journal,02/09/2024,BankRec,,,ARC for invoice No 81361 already paid on 01.11.23,,,111000 · Westpac,,,,,242,,242,242,Bank,
"100,866",General Journal,02/09/2024,BankRec,,,ARC for invoice No 81361 already paid on 01.11.23,,,111020 · CLEARING ACCOUNT,,,,,,242,-242,-242,Bank,
"100,866",General Journal,02/09/2024,BankRec,,,ARC for invoice No 81064already paid on 01.11.23,,,111000 · Westpac,,,,,148.5,,148.5,148.5,Bank,
"100,866",General Journal,02/09/2024,BankRec,,,ARC for invoice No 81064already paid on 01.11.23,,,111020 · CLEARING ACCOUNT,,,,,,148.5,-148.5,-148.5,Bank,
"100,866",General Journal,02/09/2024,BankRec,,,ARC for invoice No 81187already paid on 01.08.24,,,111000 · Westpac,,,,,891,,891,891,Bank,
"100,866",General Journal,02/09/2024,BankRec,,,ARC for invoice No 81187already paid on 01.08.24,,,111020 · CLEARING ACCOUNT,,,,,,891,-891,-891,Bank,
"100,866",General Journal,02/09/2024,BankRec,,,ARC for invoice No 81187 already paid on 01.08.24,,,111000 · Westpac,,,,,"1,628.00",,1628,"1,628.00",Bank,
"100,866",General Journal,02/09/2024,BankRec,,,ARC for invoice No 81187already paid on 01.08.24,,,111020 · CLEARING ACCOUNT,,,,,,"1,628.00",-1628,"-1,628.00",Bank,
"100,867",General Journal,02/09/2024,BankRec,,,Bank Charge,,,111000 · Westpac,Sydney:Sydney Other,,,,,22.17,-22.17,-22.17,Bank,
"100,867",General Journal,02/09/2024,BankRec,,,Bank Charge,,,617001 · Bank Charges,Sydney:Sydney Other,,,,22.17,,22.17,22.17,Expense,
"100,867",General Journal,02/09/2024,BankRec,,,Bank Charge,,,111000 · Westpac,Sydney:Sydney Other,,,,,10,-10,-10,Bank,
"100,867",General Journal,02/09/2024,BankRec,,,Bank Charge,,,617001 · Bank Charges,Sydney:Sydney Other,,,,10,,10,10,Expense,
"100,867",General Journal,02/09/2024,BankRec,,,Bank Charge,,,111000 · Westpac,Sydney:Sydney Other,,,,,22,-22,-22,Bank,
"100,867",General Journal,02/09/2024,BankRec,,,Bank Charge,,,617001 · Bank Charges,Sydney:Sydney Other,,,,22,,22,22,Expense,
"100,871",General Journal,02/09/2024,BankRec,,,Lease VW,,,111000 · Westpac,,,,,,735.94,-735.94,-735.94,Bank,
"100,871",General Journal,02/09/2024,BankRec,,,Lease VW,,,218000 · Hire Purchasing Liability,,,,,735.94,,735.94,735.94,Other Current Liability,
"100,871",General Journal,02/09/2024,BankRec,,,Lease Nissan,,,111000 · Westpac,,,,,,759.77,-759.77,-759.77,Bank,
"100,871",General Journal,02/09/2024,BankRec,,,Lease Nissan,,,218000 · Hire Purchasing Liability,,,,,759.77,,759.77,759.77,Other Current Liability,
"100,871",General Journal,02/09/2024,BankRec,,,Etoll Topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"100,871",General Journal,02/09/2024,BankRec,,,Etoll Topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"100,921",General Journal,03/09/2024,BankRec,,,Lease VW,,,111000 · Westpac,,,,,,939.32,-939.32,-939.32,Bank,
"100,921",General Journal,03/09/2024,BankRec,,,Lease VW,,,218000 · Hire Purchasing Liability,,,,,939.32,,939.32,939.32,Other Current Liability,
"101,162",General Journal,04/09/2024,BankRec,,,CC topup,,,111000 · Westpac,,,,,,"3,000.00",-3000,"-3,000.00",Bank,
"101,162",General Journal,04/09/2024,BankRec,,,CC topup,,,111012 · MasterCard 9286,,,,,"3,000.00",,3000,"3,000.00",Bank,
"101,162",General Journal,04/09/2024,BankRec,,,Etoll topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"101,162",General Journal,04/09/2024,BankRec,,,Etoll topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"101,591",General Journal,05/09/2024,BankRec,,,Weekly Wages StarAdmin,,,111000 · Westpac,,,,,,"13,215.12",-13215.12,"-13,215.12",Bank,
"101,591",General Journal,05/09/2024,BankRec,,,Weekly Wages StarAdmin,,,111033 · Star Adminstration Pty Ltd,,,,,"13,215.12",,13215.12,"13,215.12",Bank,
"101,591",General Journal,05/09/2024,BankRec,,,Lease VW,,,111000 · Westpac,,,,,,894,-894,-894,Bank,
"101,591",General Journal,05/09/2024,BankRec,,,Lease VW,,,218000 · Hire Purchasing Liability,,,,,894,,894,894,Other Current Liability,
"101,591",General Journal,05/09/2024,BankRec,,,Etoll Topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"101,591",General Journal,05/09/2024,BankRec,,,Etoll Topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"101,593",General Journal,05/09/2024,BankRec,,,Adju,,,111000 · Westpac,Sydney:Sydney Other,,,,,0.05,-0.05,-0.05,Bank,
"101,593",General Journal,05/09/2024,BankRec,,,Adju,,,617001 · Bank Charges,Sydney:Sydney Other,,,,0.05,,0.05,0.05,Expense,
"101,594",General Journal,06/09/2024,BankRec,,,CC Topup,,,111000 · Westpac,,,,,,"3,000.00",-3000,"-3,000.00",Bank,
"101,594",General Journal,06/09/2024,BankRec,,,CC Topup,,,218000 · Hire Purchasing Liability,,,,,"3,000.00",,3000,"3,000.00",Other Current Liability,
"101,595",General Journal,06/09/2024,BankRec,,,Invoice No 80606,,,111000 · Westpac,Sydney:Sydney Other,,,,6.6,,6.6,6.6,Bank,
"101,595",General Journal,06/09/2024,BankRec,,,Invoice No 80606,,,617001 · Bank Charges,Sydney:Sydney Other,,,,,6.6,-6.6,-6.6,Expense,
"101,596",General Journal,09/09/2024,BankRec,,,ICareWorkCover Aquoillo,,,111000 · Westpac,Sydney:Sydney Other,,,,"2,240.00",,2240,"2,240.00",Bank,
"101,596",General Journal,09/09/2024,BankRec,,,ICareWorkCover Aquoillo,,,810003 · Work Comp Recovery,Sydney:Sydney Other,,,,,"2,240.00",-2240,"-2,240.00",Other Income,
"101,601",General Journal,09/09/2024,BankRec,,,Etoll topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"101,601",General Journal,09/09/2024,BankRec,,,Etoll topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"101,601",General Journal,09/09/2024,BankRec,,,Etoll topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"101,601",General Journal,09/09/2024,BankRec,,,Etoll topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"101,604",General Journal,10/09/2024,BankRec,,,Indemnity refund,,,111000 · Westpac,Sydney:Sydney Other,,,,80.92,,80.92,80.92,Bank,
"101,604",General Journal,10/09/2024,BankRec,,,Indemnity refund,,,810003 · Work Comp Recovery,Sydney:Sydney Other,,,,,80.92,-80.92,-80.92,Other Income,
"101,604",General Journal,10/09/2024,BankRec,,,Lease Metro,,,111000 · Westpac,,,,,,710.01,-710.01,-710.01,Bank,
"101,604",General Journal,10/09/2024,BankRec,,,Lease Metro,,,218000 · Hire Purchasing Liability,,,,,710.01,,710.01,710.01,Other Current Liability,
"101,605",General Journal,11/09/2024,BankRec,,,Etoll topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"101,605",General Journal,11/09/2024,BankRec,,,Etoll topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"101,606",General Journal,12/09/2024,BankRec,,,Weekly wages Star Admin,,,111000 · Westpac,,,,,,"12,105.62",-12105.62,"-12,105.62",Bank,
"101,606",General Journal,12/09/2024,BankRec,,,Weekly wages Star Admin,,,111033 · Star Adminstration Pty Ltd,,,,,"12,105.62",,12105.62,"12,105.62",Bank,
"101,607",General Journal,13/09/2024,BankRec,,,CC topup,,,111000 · Westpac,,,,,,"3,000.00",-3000,"-3,000.00",Bank,
"101,607",General Journal,13/09/2024,BankRec,,,CC topup,,,111012 · MasterCard 9286,,,,,"3,000.00",,3000,"3,000.00",Bank,
"101,607",General Journal,13/09/2024,BankRec,,,Lease VW,,,111000 · Westpac,,,,,,577.19,-577.19,-577.19,Bank,
"101,607",General Journal,13/09/2024,BankRec,,,Lease VW,,,218000 · Hire Purchasing Liability,,,,,577.19,,577.19,577.19,Other Current Liability,
"101,607",General Journal,13/09/2024,BankRec,,,Lease VW,,,111000 · Westpac,,,,,,636.82,-636.82,-636.82,Bank,
"101,607",General Journal,13/09/2024,BankRec,,,Lease VW,,,218000 · Hire Purchasing Liability,,,,,636.82,,636.82,636.82,Other Current Liability,
"101,607",General Journal,13/09/2024,BankRec,,,Etoll topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"101,607",General Journal,13/09/2024,BankRec,,,Etoll topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"101,608",General Journal,16/09/2024,BankRec,,,Icare Workcover AQuiollo,,,111000 · Westpac,Sydney:Sydney Other,,,,"2,240.00",,2240,"2,240.00",Bank,
"101,608",General Journal,16/09/2024,BankRec,,,Icare Workcover AQuiollo,,,810003 · Work Comp Recovery,Sydney:Sydney Other,,,,,"2,240.00",-2240,"-2,240.00",Other Income,
"101,608",General Journal,16/09/2024,BankRec,,,Lease VW,,,111000 · Westpac,,,,,,800.24,-800.24,-800.24,Bank,
"101,608",General Journal,16/09/2024,BankRec,,,Lease VW,,,218000 · Hire Purchasing Liability,,,,,800.24,,800.24,800.24,Other Current Liability,
"101,608",General Journal,16/09/2024,BankRec,,,Lease VW,,,111000 · Westpac,,,,,,907.47,-907.47,-907.47,Bank,
"101,608",General Journal,16/09/2024,BankRec,,,Lease VW,,,218000 · Hire Purchasing Liability,,,,,907.47,,907.47,907.47,Other Current Liability,
"101,608",General Journal,16/09/2024,BankRec,,,Etoll topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"101,608",General Journal,16/09/2024,BankRec,,,Etoll topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"101,608",General Journal,16/09/2024,BankRec,,,CC topup,,,111000 · Westpac,,,,,,"3,000.00",-3000,"-3,000.00",Bank,
"101,608",General Journal,16/09/2024,BankRec,,,CC topup,,,111012 · MasterCard 9286,,,,,"3,000.00",,3000,"3,000.00",Bank,
"101,608",General Journal,16/09/2024,BankRec,,,ATO Installment StarlufCrane Pty Ltd,,,111000 · Westpac,,,,,,"60,000.00",-60000,"-60,000.00",Bank,
"101,608",General Journal,16/09/2024,BankRec,,,ATO Installment StarlufCrane Pty Ltd,,,212001 · PAYG Tax Payable,,,,,"60,000.00",,60000,"60,000.00",Other Current Liability,
"101,608",General Journal,16/09/2024,BankRec,,,ATO Installment Starluf Pty Ltd,,,111000 · Westpac,,,,,,"10,000.00",-10000,"-10,000.00",Bank,
"101,608",General Journal,16/09/2024,BankRec,,,ATO Installment Starluf Pty Ltd,,,111031 · Interco with Starluf Pty Ltd,,,,,"10,000.00",,10000,"10,000.00",Bank,
"101,610",General Journal,17/09/2024,BankRec,,,Lease VW,,,111000 · Westpac,,,,,,628.95,-628.95,-628.95,Bank,
"101,610",General Journal,17/09/2024,BankRec,,,Lease VW,,,218000 · Hire Purchasing Liability,,,,,628.95,,628.95,628.95,Other Current Liability,
"101,610",General Journal,17/09/2024,BankRec,,,Etoll topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"101,610",General Journal,17/09/2024,BankRec,,,Etoll topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"101,611",General Journal,18/09/2024,BankRec,,,Lease,,,111000 · Westpac,,,,,,8.25,-8.25,-8.25,Bank,
"101,611",General Journal,18/09/2024,BankRec,,,Lease,,,218000 · Hire Purchasing Liability,,,,,8.25,,8.25,8.25,Other Current Liability,
"101,611",General Journal,18/09/2024,BankRec,,,Etoll topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"101,611",General Journal,18/09/2024,BankRec,,,Etoll topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"101,612",General Journal,19/09/2024,BankRec,,,Weekly Wages Star Admin,,,111000 · Westpac,,,,,,"14,455.87",-14455.87,"-14,455.87",Bank,
"101,612",General Journal,19/09/2024,BankRec,,,Weekly Wages Star Admin,,,111033 · Star Adminstration Pty Ltd,,,,,"14,455.87",,14455.87,"14,455.87",Bank,
"101,612",General Journal,19/09/2024,BankRec,,,CC topup,,,111000 · Westpac,,,,,,"3,000.00",-3000,"-3,000.00",Bank,
"101,612",General Journal,19/09/2024,BankRec,,,CC topup,,,111012 · MasterCard 9286,,,,,"3,000.00",,3000,"3,000.00",Bank,
"101,612",General Journal,19/09/2024,BankRec,,,Etoll topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"101,612",General Journal,19/09/2024,BankRec,,,Etoll topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"101,619",General Journal,20/09/2024,BankRec,,,CC topup,,,111000 · Westpac,,,,,0,,0,0,Bank,
"101,619",General Journal,20/09/2024,BankRec,,,CC topup,,,111012 · MasterCard 9286,,,,,0,,0,0,Bank,
"101,758",General Journal,23/09/2024,BankRec,,,Icareworkcover Aquiollo,,,111000 · Westpac,Sydney:Sydney Other,,,,"2,240.00",,2240,"2,240.00",Bank,
"101,758",General Journal,23/09/2024,BankRec,,,Icareworkcover Aquiollo,,,810003 · Work Comp Recovery,Sydney:Sydney Other,,,,,"2,240.00",-2240,"-2,240.00",Other Income,
"101,759",General Journal,23/09/2024,BankRec,,,ATO Installment for StarAdministration,,,111000 · Westpac,,,,,,"20,000.00",-20000,"-20,000.00",Bank,
"101,759",General Journal,23/09/2024,BankRec,,,ATO Installment for StarAdministration,,,111033 · Star Adminstration Pty Ltd,,,,,"20,000.00",,20000,"20,000.00",Bank,
"101,759",General Journal,23/09/2024,BankRec,,,CC topup,,,111000 · Westpac,,,,,,"3,000.00",-3000,"-3,000.00",Bank,
"101,759",General Journal,23/09/2024,BankRec,,,CC topup,,,111012 · MasterCard 9286,,,,,"3,000.00",,3000,"3,000.00",Bank,
"101,759",General Journal,23/09/2024,BankRec,,,lease VW,,,111000 · Westpac,,,,,,675.98,-675.98,-675.98,Bank,
"101,759",General Journal,23/09/2024,BankRec,,,lease VW,,,218000 · Hire Purchasing Liability,,,,,675.98,,675.98,675.98,Other Current Liability,
"101,759",General Journal,23/09/2024,BankRec,,,lease VW,,,111000 · Westpac,,,,,,696,-696,-696,Bank,
"101,759",General Journal,23/09/2024,BankRec,,,lease VW,,,218000 · Hire Purchasing Liability,,,,,696,,696,696,Other Current Liability,
"101,759",General Journal,23/09/2024,BankRec,,,Etoll Topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"101,759",General Journal,23/09/2024,BankRec,,,Etoll Topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"101,759",General Journal,23/09/2024,BankRec,,,Etoll Topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"101,759",General Journal,23/09/2024,BankRec,,,Etoll Topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"101,760",General Journal,23/09/2024,BankRec,,,Wireless and Optical 21.09.24,,,111000 · Westpac,,,,,,"19,677.26",-19677.26,"-19,677.26",Bank,
"101,760",General Journal,23/09/2024,BankRec,,,Wireless and Optical 21.09.24,,,20002 · Intercompany -Golden Tiger,,,,,"19,677.26",,19677.26,"19,677.26",Bank,
"101,780",General Journal,25/09/2024,BankRec,,,ChildSuport Sep24,,,111000 · Westpac,,,,,,"1,833.92",-1833.92,"-1,833.92",Bank,
"101,780",General Journal,25/09/2024,BankRec,,,ChildSuport Sep24,,,212007 · Child Support ServicesAustralia,,,,,"1,833.92",,1833.92,"1,833.92",Other Current Liability,
"101,780",General Journal,25/09/2024,BankRec,,,CC topup,,,111000 · Westpac,,,,,,"3,000.00",-3000,"-3,000.00",Bank,
"101,780",General Journal,25/09/2024,BankRec,,,CC topup,,,111012 · MasterCard 9286,,,,,"3,000.00",,3000,"3,000.00",Bank,
"101,780",General Journal,25/09/2024,BankRec,,,Etoll topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"101,780",General Journal,25/09/2024,BankRec,,,Etoll topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"101,783",General Journal,26/09/2024,BankRec,,,Weekly Wages StarAdmin intercom,,,111000 · Westpac,,,,,,"12,913.12",-12913.12,"-12,913.12",Bank,
"101,783",General Journal,26/09/2024,BankRec,,,Weekly Wages StarAdmin intercom,,,111033 · Star Adminstration Pty Ltd,,,,,"12,913.12",,12913.12,"12,913.12",Bank,
"101,783",General Journal,26/09/2024,BankRec,,,Etoll topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"101,783",General Journal,26/09/2024,BankRec,,,Etoll topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"101,786",General Journal,27/09/2024,BankRec,,,CC topup,,,111000 · Westpac,,,,,,"3,000.00",-3000,"-3,000.00",Bank,
"101,786",General Journal,27/09/2024,BankRec,,,CC topup,,,111012 · MasterCard 9286,,,,,"3,000.00",,3000,"3,000.00",Bank,
"101,786",General Journal,27/09/2024,BankRec,,,lease Nissan,,,111000 · Westpac,,,,,,569.63,-569.63,-569.63,Bank,
"101,786",General Journal,27/09/2024,BankRec,,,lease Nissan,,,218000 · Hire Purchasing Liability,,,,,569.63,,569.63,569.63,Other Current Liability,
"101,786",General Journal,27/09/2024,BankRec,,,lease Nissan,,,111000 · Westpac,,,,,,569.63,-569.63,-569.63,Bank,
"101,786",General Journal,27/09/2024,BankRec,,,lease Nissan,,,218000 · Hire Purchasing Liability,,,,,569.63,,569.63,569.63,Other Current Liability,
"101,786",General Journal,27/09/2024,BankRec,,,lease Nissan,,,111000 · Westpac,,,,,,914.49,-914.49,-914.49,Bank,
"101,786",General Journal,27/09/2024,BankRec,,,lease Nissan,,,218000 · Hire Purchasing Liability,,,,,914.49,,914.49,914.49,Other Current Liability,
"101,786",General Journal,27/09/2024,BankRec,,,Lease Metro,,,111000 · Westpac,,,,,,433.84,-433.84,-433.84,Bank,
"101,786",General Journal,27/09/2024,BankRec,,,Lease Metro,,,218000 · Hire Purchasing Liability,,,,,433.84,,433.84,433.84,Other Current Liability,
"101,786",General Journal,27/09/2024,BankRec,,,Lease Metro,,,111000 · Westpac,,,,,,433.84,-433.84,-433.84,Bank,
"101,786",General Journal,27/09/2024,BankRec,,,Lease Metro,,,218000 · Hire Purchasing Liability,,,,,433.84,,433.84,433.84,Other Current Liability,
"101,787",General Journal,27/09/2024,BankRec,,,Trf to StarAdmin,,,111000 · Westpac,,,,,,300,-300,-300,Bank,
"101,787",General Journal,27/09/2024,BankRec,,,Trf to StarAdmin,,,111033 · Star Adminstration Pty Ltd,,,,,300,,300,300,Bank,
"101,861",General Journal,27/09/2024,BankRec,,,unkown deposit,,,111000 · Westpac,,,,,3.52,,3.52,3.52,Bank,
"101,861",General Journal,27/09/2024,BankRec,,,unkown deposit,,,111020 · CLEARING ACCOUNT,,,,,,3.52,-3.52,-3.52,Bank,
"101,862",General Journal,30/09/2024,BankRec,,,Icare Workcover Aquiollo,,,111000 · Westpac,Sydney:Sydney Other,,,,"2,240.00",,2240,"2,240.00",Bank,
"101,862",General Journal,30/09/2024,BankRec,,,Icare Workcover Aquiollo,,,810003 · Work Comp Recovery,Sydney:Sydney Other,,,,,"2,240.00",-2240,"-2,240.00",Other Income,
"101,863",General Journal,30/09/2024,BankRec,,,CC topup,,,111000 · Westpac,,,,,,"3,000.00",-3000,"-3,000.00",Bank,
"101,863",General Journal,30/09/2024,BankRec,,,CC topup,,,111012 · MasterCard 9286,,,,,"3,000.00",,3000,"3,000.00",Bank,
"101,863",General Journal,30/09/2024,BankRec,,,CC topup,,,111000 · Westpac,,,,,,"3,000.00",-3000,"-3,000.00",Bank,
"101,863",General Journal,30/09/2024,BankRec,,,CC topup,,,111012 · MasterCard 9286,,,,,"3,000.00",,3000,"3,000.00",Bank,
"101,863",General Journal,30/09/2024,BankRec,,,Lease VW,,,111000 · Westpac,,,,,,737.52,-737.52,-737.52,Bank,
"101,863",General Journal,30/09/2024,BankRec,,,Lease VW,,,218000 · Hire Purchasing Liability,,,,,737.52,,737.52,737.52,Other Current Liability,
"101,863",General Journal,30/09/2024,BankRec,,,Lease VW,,,111000 · Westpac,,,,,,737.52,-737.52,-737.52,Bank,
"101,863",General Journal,30/09/2024,BankRec,,,Lease VW,,,218000 · Hire Purchasing Liability,,,,,737.52,,737.52,737.52,Other Current Liability,
"101,863",General Journal,30/09/2024,BankRec,,,Lease Nissan,,,111000 · Westpac,,,,,,759.77,-759.77,-759.77,Bank,
"101,863",General Journal,30/09/2024,BankRec,,,Lease Nissan,,,218000 · Hire Purchasing Liability,,,,,759.77,,759.77,759.77,Other Current Liability,
"101,863",General Journal,30/09/2024,BankRec,,,Etoll topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"101,863",General Journal,30/09/2024,BankRec,,,Etoll topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"102,174",General Journal,30/09/2024,CC Sep24,,,CC Sep24,,GSP,511000 · Cost of Goods Sold,Sydney:Sydney Other,GSP,,,961.78,,961.78,961.78,Cost of Goods Sold,96.18
"102,174",General Journal,30/09/2024,CC Sep24,,,CC Sep24,,,611004 · Donation,New Crane,,,,15,,15,15,Expense,
"102,174",General Journal,30/09/2024,CC Sep24,,,CC Sep24,,GSP,611017 · Travel-Domestic,Sydney:Sydney Other,GSP,,,469.8,,469.8,469.8,Expense,46.98
"102,174",General Journal,30/09/2024,CC Sep24,,,CC Sep24,,GSP,611024 · IT Mantenance Exp,New Crane,GSP,,,159.09,,159.09,159.09,Expense,15.91
"102,174",General Journal,30/09/2024,CC Sep24,,,CC Sep24,,GSP,611010 · Office Supplies,Sydney:Sydney Other,GSP,,,827.06,,827.06,827.06,Expense,82.71
"102,174",General Journal,30/09/2024,CC Sep24,,,CC Sep24,,GSP,611034 · Subscription,Sydney:Sydney Other,GSP,,,229.38,,229.38,229.38,Expense,22.94
"102,174",General Journal,30/09/2024,CC Sep24,,,CC Sep24,,GSP,612002 · Car Insurance,Sydney:Sydney Other,GSP,,,"4,444.58",,4444.58,"4,444.58",Expense,444.46
"102,174",General Journal,30/09/2024,CC Sep24,,,CC Sep24,,GSP,612003 · Petrol,Sydney:Sydney Other,GSP,,,285.35,,285.35,285.35,Expense,28.54
"102,174",General Journal,30/09/2024,CC Sep24,,,CC Sep24,,GSP,20001 · East Link Topup-VIC,Sydney:Sydney Other,GSP,,,254.52,,254.52,254.52,Bank,25.45
"102,174",General Journal,30/09/2024,CC Sep24,,,CC Sep24,,,111012 · MasterCard 9286,,,,,,"8,409.72",-8409.72,"-8,409.72",Bank,
"102,174",General Journal,30/09/2024,CC Sep24,Australian Taxation Office,,CC Sep24,,GSP,213000 · GST Liability,,GSP,,,763.16,,763.16,763.16,Other Current Liability,
"102,320",General Journal,30/09/2024,LH StarAdmi,,,LH StarAdministration,,GSP,611038 · Labour Hire,Melbourne,GSP,,,"14,917.65",,14917.65,"14,917.65",Expense,"1,491.77"
"102,320",General Journal,30/09/2024,LH StarAdmi,,,LH StarAdministration,,GSP,611038 · Labour Hire,Sydney:Sydney Other,GSP,,,"55,399.17",,55399.17,"55,399.17",Expense,"5,539.92"
